soil_moisture,current_temperature,current_humidity,minutes_since_last_watering,water_requirement_level,root_depth_cm,drought_tolerance,soil_type_encoded,soil_compaction,slope_degrees,hour_of_day,day_of_year,season,should_water,duration_minutes,intensity_percent,crop_name,soil_type
18.6,14.8,72.2,1305,4,30,2,1,57.8,1.8,16,33,4,1,30,46,parsley,sandy
0.0,38.8,39.2,2197,2,250,5,1,46.7,19.8,13,165,1,1,12,25,olive,sandy
0.0,45.9,30.0,535,3,30,3,2,43.1,1.0,11,211,2,1,56,32,onion,loam
0.0,20.6,61.6,664,4,60,2,3,38.1,6.5,15,303,3,1,90,22,tomato,clay
0.0,34.3,49.3,597,4,180,2,1,48.9,5.3,9,250,2,1,50,37,watermelon,sandy
30.8,30.9,43.3,404,2,250,5,2,57.7,0.4,13,149,1,0,0,0,olive,loam
26.2,22.8,55.3,262,3,30,3,1,75.2,7.1,18,187,2,1,14,35,onion,sandy
24.3,36.7,49.4,127,2,120,4,2,83.8,1.7,16,175,2,1,11,36,barley,loam
19.8,28.5,54.5,1021,3,50,2,1,59.6,0.3,6,270,3,1,19,46,cabbage,sandy
58.9,11.8,69.7,916,3,30,3,1,78.0,1.4,16,307,3,1,5,59,onion,sandy
60.0,19.1,74.7,752,3,150,3,1,35.0,1.9,20,249,2,0,0,0,wheat_durum,sandy
59.6,37.2,43.6,131,3,140,3,2,41.5,4.5,13,192,2,0,0,0,wheat_soft,loam
27.2,21.1,63.4,682,5,90,1,3,23.7,3.9,19,178,2,1,90,37,cucumber,clay
0.0,23.7,51.2,1828,4,50,2,2,45.6,0.1,12,313,3,1,89,38,cauliflower,loam
14.4,14.0,72.7,1223,4,180,2,3,62.1,0.4,6,349,3,1,90,27,watermelon,clay
0.0,30.7,37.0,773,4,60,2,3,43.1,16.2,11,118,1,1,90,20,tomato,clay
75.8,26.2,69.2,193,3,30,3,3,84.7,0.2,7,244,2,0,0,0,garlic,clay
0.0,42.5,35.2,1028,3,30,3,3,38.1,0.8,14,229,2,1,84,23,garlic,clay
52.3,30.6,43.8,163,3,140,3,2,82.1,16.0,7,262,2,0,0,0,wheat_soft,loam
0.0,39.4,43.1,1255,3,140,3,2,61.4,4.1,9,238,2,1,51,32,wheat_soft,loam
0.0,46.6,35.7,1092,4,50,2,3,23.9,12.1,13,265,2,1,90,20,cauliflower,clay
0.0,15.8,65.9,1413,4,150,2,2,40.9,3.9,17,96,1,1,90,38,orange,loam
0.0,33.0,54.4,721,5,90,1,3,34.4,20.0,15,165,1,1,90,20,cucumber,clay
0.0,34.4,50.5,1206,4,150,2,1,66.0,0.6,9,182,2,1,50,46,melon,sandy
0.0,23.4,68.2,570,4,60,2,3,68.3,0.5,18,256,2,1,90,27,potato,clay
0.0,30.7,52.8,2827,4,60,2,2,46.6,1.0,16,294,3,1,89,38,tomato,loam
0.0,23.9,55.2,2337,2,120,4,2,59.0,0.6,11,9,4,1,29,38,barley,loam
81.6,10.0,65.3,1944,4,60,2,2,35.0,1.3,4,349,3,0,0,0,tomato,loam
55.9,11.6,72.7,2689,4,50,2,1,67.6,1.2,3,79,4,1,5,85,pepper_sweet,sandy
57.7,12.0,67.5,1093,4,150,2,2,62.5,4.1,1,148,1,1,5,70,orange,loam
70.9,7.4,70.0,268,3,50,3,1,71.4,9.5,22,37,4,0,0,0,pepper_hot,sandy
0.0,27.4,49.3,1168,4,25,1,3,33.9,1.5,17,234,2,1,90,27,lettuce,clay
0.0,35.9,41.6,1290,4,75,2,3,78.5,8.1,10,190,2,1,90,20,eggplant,clay
0.0,24.7,49.9,1897,2,250,5,3,30.0,3.8,6,269,3,1,40,27,olive,clay
11.3,25.6,52.6,717,2,100,4,1,59.8,5.8,10,64,4,1,11,37,chickpea,sandy
67.0,18.6,62.4,332,2,250,5,2,83.9,4.0,17,95,1,0,0,0,olive,loam
89.4,13.9,62.9,877,2,120,4,2,80.5,0.6,19,344,3,0,0,0,barley,loam
19.3,24.8,59.5,525,3,80,3,2,24.3,0.6,4,264,2,1,33,38,fava_bean,loam
59.2,5.0,85.7,798,4,50,2,2,52.1,1.2,0,1,4,1,5,70,cauliflower,loam
0.0,34.7,43.4,2787,2,250,5,3,62.7,0.2,7,153,1,1,40,27,olive,clay
69.1,33.2,49.4,107,3,30,3,2,61.2,0.4,16,239,2,0,0,0,onion,loam
33.4,20.4,58.8,1010,3,60,2,1,76.0,6.1,17,93,1,1,12,35,peas,sandy
30.4,18.4,62.8,550,2,250,5,3,47.5,0.6,10,13,4,1,7,37,olive,clay
40.9,32.5,47.4,430,4,60,2,1,79.5,2.2,18,197,2,1,11,59,tomato,sandy
0.0,24.8,58.1,2726,4,300,3,2,32.1,17.8,15,297,3,1,74,25,date_palm,loam
46.4,13.2,68.1,759,3,150,3,2,63.9,3.3,23,134,1,0,0,0,wheat_durum,loam
0.0,30.9,54.1,1596,4,150,2,2,71.3,15.4,9,267,3,1,90,20,orange,loam
49.2,14.9,75.0,436,4,25,2,2,48.7,1.4,8,29,4,1,12,70,strawberry,loam
38.6,18.6,73.3,416,3,80,3,2,23.1,7.8,4,253,2,1,9,56,fava_bean,loam
37.9,25.3,52.3,191,2,250,5,1,62.5,0.6,9,91,1,0,0,0,olive,sandy
0.0,20.2,64.2,1291,2,120,4,3,23.3,1.1,16,22,4,1,44,27,barley,clay
27.9,19.1,54.9,351,4,60,2,3,57.5,2.9,3,170,1,1,71,37,tomato,clay
59.5,18.3,60.9,298,4,25,2,2,64.2,1.1,3,159,1,1,5,70,strawberry,loam
1.4,28.1,47.8,581,3,150,3,2,33.7,5.7,16,173,2,1,47,30,wheat_durum,loam
24.3,15.7,74.0,256,2,250,5,3,61.0,1.2,1,215,2,1,11,37,olive,clay
29.4,40.1,31.7,80,3,150,3,1,79.5,1.9,10,209,2,0,0,0,wheat_durum,sandy
0.0,17.6,60.9,1126,4,60,2,1,21.2,0.6,8,8,4,1,42,46,potato,sandy
42.8,15.3,60.5,797,4,60,2,2,84.8,3.2,6,74,4,1,26,49,zucchini,loam
0.0,42.9,21.7,1514,3,140,3,1,68.6,0.8,13,157,1,1,25,39,wheat_soft,sandy
0.0,26.7,48.4,1790,4,150,2,3,73.7,2.0,12,301,3,1,90,20,melon,clay
22.3,19.3,59.9,2102,3,80,3,1,56.0,11.6,15,2,4,1,15,41,fava_bean,sandy
0.4,25.3,57.4,1835,3,80,3,1,82.9,0.1,18,274,3,1,30,32,fava_bean,sandy
77.4,12.5,67.4,462,4,50,2,3,76.2,1.9,8,2,4,0,0,0,cauliflower,clay
51.5,17.2,61.8,309,3,30,3,2,72.7,1.4,16,10,4,0,0,0,onion,loam
28.0,16.2,70.0,685,3,60,2,1,38.6,0.2,9,46,4,1,11,63,peas,sandy
0.0,21.1,61.1,1136,4,180,2,2,67.9,1.0,18,285,3,1,90,38,watermelon,loam
0.0,29.8,55.0,1435,4,300,3,3,75.0,14.3,16,170,1,1,90,20,date_palm,clay
44.1,25.2,57.2,202,3,80,3,1,20.6,0.4,8,323,3,1,5,85,fava_bean,sandy
0.0,32.9,46.5,1335,3,30,3,2,54.6,16.6,11,168,1,1,56,25,onion,loam
0.0,23.6,59.2,524,3,150,3,2,35.1,4.9,9,9,4,1,51,38,wheat_durum,loam
0.0,37.6,40.4,614,4,60,2,2,71.1,6.8,10,191,2,1,85,21,potato,loam
3.9,28.3,45.8,1335,3,140,3,3,33.8,3.5,19,181,2,1,78,27,wheat_soft,clay
23.9,23.9,62.7,1270,2,100,4,1,71.7,12.0,12,343,3,1,7,29,chickpea,sandy
8.0,21.6,68.9,1218,4,60,2,2,28.0,14.8,19,203,2,1,88,25,tomato,loam
0.0,36.2,43.1,1562,4,150,2,1,55.0,2.2,8,159,1,1,50,46,melon,sandy
56.9,14.8,68.3,412,4,50,2,2,40.3,0.3,5,108,1,0,0,0,pepper_sweet,loam
4.3,33.0,45.0,394,3,50,3,3,33.6,19.9,9,238,2,1,79,20,pepper_hot,clay
41.9,20.0,69.7,1283,3,40,3,1,33.3,7.7,7,95,1,1,5,68,turnip,sandy
6.4,40.0,44.7,422,4,50,2,2,68.7,2.9,11,228,2,1,71,32,pepper_sweet,loam
0.0,30.0,53.1,2176,3,150,3,3,26.2,0.1,9,282,3,1,78,27,wheat_durum,clay
12.0,41.1,39.0,597,3,60,2,1,45.0,3.8,13,211,2,1,23,39,peas,sandy
0.0,17.4,60.7,1316,2,100,4,3,54.0,6.1,9,49,4,1,46,22,chickpea,clay
18.3,28.1,50.5,975,4,60,2,1,22.9,19.2,3,189,2,1,26,30,potato,sandy
0.0,21.6,61.5,2612,4,75,2,3,30.2,8.9,18,171,1,1,90,22,eggplant,clay
0.0,22.4,54.1,2153,5,90,1,2,38.4,2.4,13,332,3,1,90,38,cucumber,loam
18.5,18.1,63.8,556,4,60,2,2,36.8,0.2,19,147,1,1,70,38,tomato,loam
56.6,30.0,60.4,341,4,300,3,1,84.7,0.0,17,247,2,0,0,0,date_palm,sandy
64.3,8.1,78.3,1323,4,60,2,3,79.4,3.2,20,11,4,1,7,35,zucchini,clay
17.8,23.6,60.1,208,4,300,3,2,62.0,0.8,9,335,3,1,50,38,date_palm,loam
0.0,18.8,58.4,1525,3,150,3,2,72.8,19.7,15,38,4,1,50,20,wheat_durum,loam
29.1,23.5,59.5,610,2,100,4,1,53.1,9.0,3,179,2,1,5,51,chickpea,sandy
1.6,17.8,62.4,2290,2,250,5,3,21.4,0.5,6,138,1,1,39,27,olive,clay
40.4,20.1,62.3,1111,3,60,2,2,75.6,0.3,6,114,1,1,16,49,peas,loam
0.0,16.5,58.7,2356,5,90,1,2,34.8,1.1,16,60,4,1,90,38,cucumber,loam
0.0,19.7,51.2,2521,3,40,3,1,22.1,7.9,16,352,3,1,28,37,carrot,sandy
14.5,33.2,46.6,523,3,80,3,2,57.0,19.6,14,287,3,1,39,25,fava_bean,loam
72.5,31.5,53.1,84,2,250,5,3,70.9,0.7,16,210,2,0,0,0,olive,clay
19.8,13.9,70.6,413,3,30,2,2,79.3,0.1,6,78,4,1,40,26,coriander,loam
32.6,13.8,77.0,513,3,150,3,2,24.7,5.6,8,5,4,1,14,42,wheat_durum,loam
24.1,8.9,79.1,2178,4,60,2,1,47.1,0.7,0,128,1,1,19,63,tomato,sandy
0.0,20.7,60.5,2495,4,300,3,1,37.7,1.1,17,301,3,1,42,46,date_palm,sandy
0.0,27.1,49.7,494,4,60,2,1,79.7,4.9,18,237,2,1,46,32,potato,sandy
0.0,27.2,45.4,862,4,50,2,2,39.6,1.6,16,242,2,1,81,38,pepper_sweet,loam
0.0,19.7,53.2,1253,3,30,3,2,41.5,1.4,15,50,4,1,56,38,onion,loam
27.0,29.1,53.2,319,2,120,4,2,74.0,3.1,18,236,2,1,8,36,barley,loam
42.2,13.2,65.5,2176,3,30,3,1,32.3,7.6,4,282,3,1,5,68,onion,sandy
40.8,7.3,79.6,1273,4,60,2,1,71.9,19.6,18,49,4,1,11,38,potato,sandy
0.0,23.6,65.1,1430,4,75,2,2,63.2,1.0,14,349,3,1,89,38,eggplant,loam
58.4,22.7,51.9,233,5,40,1,1,84.0,6.9,9,83,1,1,7,47,mint,sandy
28.6,20.6,60.3,339,3,150,3,2,49.8,1.9,8,302,3,1,13,52,wheat_durum,loam
0.0,23.4,48.8,2696,4,180,2,1,31.0,19.2,13,90,1,1,47,30,watermelon,sandy
28.9,24.7,59.1,559,3,60,2,1,23.4,9.8,18,203,2,1,11,51,peas,sandy
6.9,18.3,75.3,1476,3,30,3,2,64.9,3.5,19,276,3,1,54,38,onion,loam
33.1,20.2,54.4,669,4,60,2,3,35.1,0.3,19,140,1,1,56,37,potato,clay
31.2,36.0,47.8,315,3,140,3,1,40.0,1.4,14,237,2,1,5,63,wheat_soft,sandy
41.9,15.4,67.9,1764,3,140,3,1,56.3,6.7,5,327,3,1,5,68,wheat_soft,sandy
0.0,22.9,48.4,573,3,150,3,2,57.2,0.1,11,339,3,1,50,38,wheat_durum,loam
0.0,28.6,49.4,1217,2,250,5,2,78.8,1.9,12,95,1,1,25,26,olive,loam
0.0,37.9,39.7,343,4,30,2,3,39.2,1.7,11,222,2,1,90,27,parsley,clay
28.0,18.6,59.9,1749,3,60,2,3,61.6,0.9,6,51,4,1,46,37,peas,clay
9.0,15.7,57.5,2335,4,150,2,2,75.4,0.1,19,344,3,1,86,26,orange,loam
38.2,33.1,40.5,878,2,250,5,1,70.8,1.5,17,222,2,0,0,0,olive,sandy
0.0,36.8,40.4,868,3,150,3,2,20.8,0.9,14,160,1,1,50,38,wheat_durum,loam
0.0,14.8,66.7,2621,4,150,2,3,26.3,5.5,6,324,3,1,90,22,lemon,clay
69.0,29.7,48.9,360,2,250,5,2,68.5,0.7,7,185,2,0,0,0,olive,loam
42.8,10.2,82.9,1061,5,90,1,3,45.2,1.0,6,332,3,1,57,50,cucumber,clay
38.6,18.3,66.8,669,2,120,4,2,57.6,1.7,8,32,4,1,5,70,barley,loam
6.4,33.6,39.6,445,4,75,2,1,76.2,15.4,17,174,2,1,44,21,eggplant,sandy
1.8,21.7,59.1,543,3,30,2,2,48.1,1.8,15,62,4,1,58,38,coriander,loam
0.0,29.2,51.9,1405,3,60,2,2,78.4,12.8,10,90,1,1,64,20,peas,loam
10.0,12.0,76.1,2108,3,30,3,2,39.6,1.8,18,32,4,1,50,38,garlic,loam
53.6,18.6,65.3,1552,4,75,2,1,60.8,1.3,20,297,3,1,5,85,eggplant,sandy
0.0,36.0,28.5,1044,4,50,2,2,61.8,1.4,9,204,2,1,85,38,pepper_sweet,loam
60.9,6.6,80.3,800,4,150,2,2,41.6,1.7,2,355,3,0,0,0,orange,loam
0.0,35.2,46.5,955,4,150,2,2,20.4,2.8,16,227,2,1,87,39,melon,loam
37.8,22.2,66.8,1037,4,150,2,2,61.0,1.3,7,338,3,1,24,70,orange,loam
0.0,28.0,62.1,2700,4,300,3,2,36.1,0.4,12,305,3,1,74,38,date_palm,loam
0.0,24.4,54.2,453,4,50,2,2,48.0,1.9,11,91,1,1,89,38,cauliflower,loam
0.0,34.8,48.2,2007,4,180,2,2,41.3,0.5,10,273,3,1,90,38,watermelon,loam
14.8,24.9,48.0,1351,4,60,2,1,26.5,6.0,11,82,1,1,33,37,tomato,sandy
34.2,23.8,62.9,1385,4,60,2,1,55.8,1.8,19,158,1,1,12,63,potato,sandy
100.0,10.4,68.0,1108,3,60,2,3,44.5,15.1,3,39,4,0,0,0,peas,clay
53.7,6.3,84.2,1067,3,150,3,2,30.1,0.9,0,301,3,1,5,70,wheat_durum,loam
0.0,21.2,62.9,1098,2,250,5,3,79.8,1.9,15,324,3,1,37,20,olive,clay
31.7,16.3,66.5,1258,4,300,3,3,77.6,0.8,6,336,3,1,42,26,date_palm,clay
8.1,21.9,56.0,1038,4,150,2,2,61.4,0.7,7,98,1,1,88,38,melon,loam
0.0,31.7,48.2,801,4,150,2,2,83.4,0.2,12,119,1,1,89,26,orange,loam
32.7,16.5,70.7,2517,2,250,5,1,61.8,0.3,6,311,3,1,5,63,olive,sandy
41.1,21.5,56.5,373,3,40,3,1,77.1,0.3,17,119,1,1,5,59,carrot,sandy
12.2,25.1,55.8,565,3,150,3,2,30.8,1.6,10,353,3,1,37,38,wheat_durum,loam
0.0,42.3,34.2,1239,2,120,4,2,28.5,5.1,12,192,2,1,29,26,barley,loam
28.0,37.9,46.4,495,5,90,1,1,31.1,0.1,10,211,2,1,29,63,cucumber,sandy
33.1,10.4,73.3,1010,3,40,3,1,29.1,0.6,4,336,3,1,6,63,turnip,sandy
39.4,15.5,67.4,436,4,60,2,2,70.3,0.3,16,13,4,1,22,49,potato,loam
0.0,18.0,48.6,2213,3,30,2,2,66.6,4.4,16,78,4,1,61,38,coriander,loam
8.3,31.6,62.6,2371,2,120,4,1,57.7,0.8,11,292,3,1,11,46,barley,sandy
0.0,21.8,60.1,2045,4,180,2,3,33.4,7.9,16,319,3,1,90,22,watermelon,clay
39.3,32.0,41.4,302,4,60,2,1,54.7,0.6,11,119,1,1,11,85,zucchini,sandy
46.3,24.6,54.6,1434,4,60,2,2,36.4,1.3,7,277,3,1,15,70,tomato,loam
45.0,15.4,67.9,1555,2,120,4,3,62.7,0.2,6,303,3,1,5,50,barley,clay
0.0,23.5,57.3,2877,4,30,2,2,80.3,17.8,13,45,4,1,89,20,parsley,loam
71.6,27.2,61.9,225,4,60,2,1,42.8,6.6,8,300,3,0,0,0,tomato,sandy
31.3,22.8,59.5,248,4,60,2,2,68.8,0.6,18,179,2,1,29,52,potato,loam
0.0,32.8,56.6,944,2,120,4,3,40.5,1.0,18,219,2,1,50,27,barley,clay
0.0,34.2,44.6,2869,4,300,3,2,22.3,19.6,9,266,3,1,78,25,date_palm,loam
0.0,39.7,33.9,1321,3,80,3,1,40.2,0.4,11,267,3,1,28,39,fava_bean,sandy
0.0,31.2,53.3,585,3,50,3,3,34.1,6.0,17,154,1,1,90,22,pepper_hot,clay
63.7,22.8,64.5,192,2,100,4,1,43.1,4.5,7,320,3,0,0,0,chickpea,sandy
0.0,26.6,55.4,1295,3,140,3,2,63.3,1.3,15,102,1,1,50,38,wheat_soft,loam
56.3,34.9,46.5,388,3,30,3,1,84.8,1.6,16,253,2,0,0,0,onion,sandy
46.5,27.6,39.7,473,3,150,3,1,53.5,1.4,19,187,2,0,0,0,wheat_durum,sandy
44.8,32.1,44.0,96,3,150,3,2,67.9,0.9,9,250,2,1,5,70,wheat_durum,loam
0.0,17.7,63.4,2596,4,60,2,3,25.2,1.4,4,153,1,1,90,27,potato,clay
56.8,12.6,73.4,724,4,25,1,1,64.7,0.3,6,115,1,1,5,85,lettuce,sandy
0.0,36.4,33.0,1099,2,100,4,3,35.3,7.7,14,209,2,1,44,22,chickpea,clay
0.0,35.7,44.0,518,4,60,2,1,66.0,9.6,12,284,3,1,44,37,tomato,sandy
0.0,14.8,63.5,2804,4,60,2,1,66.4,0.8,3,126,1,1,44,46,tomato,sandy
21.1,22.0,66.2,1432,4,60,2,2,55.2,2.3,21,208,2,1,41,52,potato,loam
82.6,15.5,65.4,420,4,50,2,2,26.6,0.9,7,362,4,0,0,0,pepper_sweet,loam
0.0,31.1,45.6,605,2,250,5,2,50.6,19.8,14,126,1,1,25,25,olive,loam
0.0,40.0,40.7,651,3,150,3,1,30.9,1.1,9,221,2,1,25,39,wheat_durum,sandy
9.3,28.1,47.4,516,4,50,2,2,59.9,3.8,14,63,4,1,67,38,pepper_sweet,loam
32.0,22.4,47.4,603,4,150,2,1,31.2,1.8,15,77,4,1,14,63,orange,sandy
60.7,19.7,58.6,196,4,150,2,2,27.1,1.9,10,55,4,0,0,0,orange,loam
0.0,24.5,59.1,1456,4,60,2,3,53.2,6.8,16,293,3,1,90,22,tomato,clay
20.3,17.6,63.0,317,4,180,2,3,58.1,0.6,23,205,2,1,90,37,watermelon,clay
10.8,18.0,73.1,1726,4,60,2,1,22.2,2.4,19,319,3,1,42,46,zucchini,sandy
0.0,31.3,50.9,2492,4,60,2,1,83.3,0.3,16,271,3,1,44,32,tomato,sandy
45.3,38.7,41.4,83,3,30,2,3,30.8,1.6,12,235,2,0,0,0,coriander,clay
0.0,17.3,65.0,1310,4,60,2,2,82.9,0.3,16,362,4,1,81,26,potato,loam
51.1,7.9,71.4,470,3,140,3,2,55.2,1.1,19,74,4,0,0,0,wheat_soft,loam
0.0,36.1,42.9,346,4,150,2,1,30.7,0.3,11,277,3,1,44,46,orange,sandy
26.5,16.4,62.6,1322,3,50,3,1,33.9,1.0,13,58,4,1,9,63,pepper_hot,sandy
25.9,25.0,54.1,603,3,150,3,2,63.8,5.3,7,130,1,1,22,42,wheat_durum,loam
0.0,34.2,44.7,1594,2,120,4,2,58.8,0.5,15,269,3,1,29,38,barley,loam
31.6,19.9,65.1,402,4,60,2,2,69.7,1.3,20,202,2,1,34,52,zucchini,loam
30.1,33.0,47.0,228,3,30,2,1,84.7,5.5,10,272,3,1,14,35,coriander,sandy
61.9,16.2,57.7,686,3,140,3,1,79.3,1.9,8,21,4,0,0,0,wheat_soft,sandy
21.0,24.5,60.4,534,3,150,3,2,57.3,0.1,17,140,1,1,22,52,wheat_durum,loam
0.0,20.9,52.8,975,4,75,2,1,31.0,0.7,18,96,1,1,50,46,eggplant,sandy
66.6,15.9,54.8,568,3,80,3,1,51.6,1.5,23,150,1,0,0,0,fava_bean,sandy
0.0,25.3,55.6,975,2,250,5,2,69.1,6.7,8,65,4,1,26,30,olive,loam
5.1,34.3,41.8,252,4,30,2,2,69.4,1.8,14,231,2,1,81,38,parsley,loam
32.1,25.2,53.8,353,2,100,4,2,42.1,7.5,7,155,1,1,7,42,chickpea,loam
58.0,26.2,54.6,604,2,250,5,1,37.4,5.8,11,352,3,0,0,0,olive,sandy
0.0,16.8,73.2,1112,5,90,1,1,80.1,0.3,17,338,3,1,74,32,cucumber,sandy
0.0,20.8,53.7,1077,4,60,2,2,38.3,7.3,8,124,1,1,90,30,tomato,loam
9.6,25.1,53.3,1153,2,100,4,2,44.8,0.7,9,101,1,1,23,38,chickpea,loam
73.0,24.4,62.6,686,4,150,2,1,66.6,0.8,21,244,2,0,0,0,lemon,sandy
0.0,43.3,46.7,355,5,90,1,2,62.8,0.3,15,222,2,1,90,32,cucumber,loam
28.1,23.3,51.9,874,4,30,2,1,57.9,2.0,14,103,1,1,17,63,parsley,sandy
0.0,36.9,41.5,666,5,90,1,1,23.0,4.9,14,237,2,1,64,46,cucumber,sandy
46.4,19.4,61.7,474,4,30,2,2,25.1,0.4,23,188,2,1,14,70,parsley,loam
63.3,8.6,76.0,877,2,250,5,1,22.2,3.7,22,343,3,0,0,0,olive,sandy
0.0,27.5,56.2,1386,4,60,2,2,72.3,6.4,11,12,4,1,81,21,potato,loam
37.6,25.5,59.1,490,4,180,2,2,71.7,0.3,5,213,2,1,40,49,watermelon,loam
0.0,41.5,44.6,367,4,60,2,2,53.2,3.5,11,237,2,1,81,32,potato,loam
37.9,11.2,71.2,2005,4,60,2,2,40.0,1.2,19,14,4,1,20,70,potato,loam
57.8,29.2,53.4,342,3,30,3,3,31.4,4.2,19,218,2,0,0,0,garlic,clay
0.0,34.8,54.5,1208,5,90,1,2,82.0,0.3,13,125,1,1,90,26,cucumber,loam
0.0,22.3,64.6,1330,3,150,3,2,62.8,0.9,8,95,1,1,51,38,wheat_durum,loam
0.0,20.2,57.5,1040,4,300,3,2,20.0,1.4,7,120,1,1,78,38,date_palm,loam
0.0,34.2,41.8,2034,4,60,2,2,61.6,0.1,13,278,3,1,81,38,potato,loam
0.0,38.1,34.7,1397,4,150,2,3,52.9,1.2,11,200,2,1,90,23,orange,clay
0.0,34.1,47.7,1013,4,150,2,2,76.4,1.5,15,266,3,1,90,26,melon,loam
0.0,30.5,52.4,779,3,140,3,3,58.2,3.0,15,229,2,1,75,27,wheat_soft,clay
4.0,27.4,50.5,1209,2,250,5,2,82.8,2.1,18,276,3,1,26,26,olive,loam
49.2,17.2,60.6,1176,2,250,5,2,66.8,1.8,3,141,1,0,0,0,olive,loam
0.0,37.1,51.3,741,4,25,1,3,74.1,17.3,9,226,2,1,90,20,lettuce,clay
19.1,24.0,64.5,1036,2,250,5,2,49.7,0.5,11,303,3,1,11,38,olive,loam
0.0,11.9,68.2,1540,4,300,3,2,39.5,3.8,18,41,4,1,85,38,date_palm,loam
41.4,18.1,64.7,1940,2,120,4,1,68.3,0.1,19,133,1,1,5,85,barley,sandy
0.0,28.3,49.0,844,4,180,2,1,72.2,14.0,10,321,3,1,50,21,watermelon,sandy
0.0,30.2,55.1,1729,3,30,3,2,31.2,0.7,17,285,3,1,64,38,onion,loam
0.0,25.9,55.2,2213,3,30,3,2,35.3,0.5,10,328,3,1,58,38,onion,loam
61.4,5.0,66.2,1466,3,80,3,1,38.1,0.2,0,37,4,0,0,0,fava_bean,sandy
0.0,23.5,67.4,2660,3,60,2,3,31.4,7.3,8,92,1,1,90,22,peas,clay
16.8,21.5,57.5,1279,2,120,4,1,49.6,1.2,5,130,1,1,11,43,barley,sandy
0.0,32.0,46.5,561,5,90,1,2,39.5,1.4,18,195,2,1,90,38,cucumber,loam
43.5,16.9,64.8,225,4,60,2,2,82.8,6.6,17,343,3,1,19,39,potato,loam
42.6,20.5,59.5,844,3,30,3,3,55.5,1.1,6,76,4,1,9,50,onion,clay
0.0,23.8,59.9,2714,4,300,3,1,30.7,1.3,17,140,1,1,42,46,date_palm,sandy
96.5,19.7,65.6,658,4,150,2,1,25.9,1.3,7,327,3,0,0,0,lemon,sandy
0.0,17.5,63.7,1398,4,60,2,2,54.1,0.5,14,311,3,1,89,38,tomato,loam
15.5,22.8,56.0,1156,3,150,3,2,46.8,14.8,19,143,1,1,37,25,wheat_durum,loam
48.8,8.1,81.0,493,2,250,5,1,71.1,0.8,3,53,4,0,0,0,olive,sandy
16.2,15.1,71.8,654,3,150,3,3,50.9,0.5,5,284,3,1,47,27,wheat_durum,clay
36.4,28.3,41.8,1363,2,100,4,1,58.1,1.8,10,101,1,1,5,85,chickpea,sandy
65.5,34.8,54.2,123,4,300,3,1,28.7,1.0,9,260,2,0,0,0,date_palm,sandy
41.9,21.8,69.7,1877,3,150,3,1,40.2,0.5,4,298,3,1,5,85,wheat_durum,sandy
0.0,29.9,61.0,1034,3,40,3,3,37.5,1.6,8,246,2,1,88,27,turnip,clay
0.0,34.1,43.6,1000,3,150,3,3,52.0,3.4,9,190,2,1,78,27,wheat_durum,clay
32.4,9.4,73.3,2358,3,30,2,2,55.1,0.8,18,43,4,1,20,52,coriander,loam
0.3,29.4,52.0,794,2,250,5,2,73.3,1.0,8,276,3,1,26,26,olive,loam
0.0,25.9,49.9,951,4,50,2,2,84.9,6.0,11,330,3,1,89,21,cauliflower,loam
59.7,15.9,72.3,558,3,150,3,3,26.3,1.4,4,205,2,0,0,0,wheat_durum,clay
18.8,30.1,43.1,268,2,250,5,2,38.2,1.9,18,199,2,1,12,38,olive,loam
67.7,13.8,73.7,214,4,75,2,2,23.8,1.9,7,347,3,0,0,0,eggplant,loam
16.8,19.0,67.3,1211,2,100,4,1,27.6,1.7,10,118,1,1,8,46,chickpea,sandy
0.0,30.7,46.6,1658,4,300,3,2,59.4,0.0,10,171,1,1,78,38,date_palm,loam
0.0,18.0,52.7,1487,4,25,2,2,20.9,1.0,16,34,4,1,89,38,strawberry,loam
88.4,25.9,46.9,196,3,60,2,2,57.5,0.8,8,83,1,0,0,0,peas,loam
6.9,23.5,52.7,690,2,120,4,2,40.9,1.8,12,8,4,1,23,38,barley,loam
49.7,33.2,47.4,253,3,80,3,1,33.3,1.4,13,294,3,0,0,0,fava_bean,sandy
28.1,37.8,46.6,685,3,40,3,1,35.1,0.2,12,182,2,1,8,63,turnip,sandy
0.0,33.2,49.7,1120,3,150,3,2,81.3,1.3,15,298,3,1,50,26,wheat_durum,loam
3.3,26.4,61.4,980,5,40,1,3,43.0,7.6,7,180,2,1,90,22,mint,clay
63.1,24.3,53.5,289,2,120,4,1,50.9,1.9,10,44,4,0,0,0,barley,sandy
0.0,17.7,70.3,1836,4,60,2,2,62.2,7.5,18,43,4,1,90,30,potato,loam
45.5,5.0,73.5,703,4,75,2,3,62.8,1.9,1,52,4,1,23,50,eggplant,clay
11.3,38.6,35.3,129,4,60,2,2,56.0,0.1,16,224,2,1,71,32,tomato,loam
39.6,37.8,38.6,890,2,250,5,1,59.3,1.0,11,209,2,0,0,0,olive,sandy
0.0,19.3,64.4,2807,4,60,2,2,82.2,10.7,17,317,3,1,90,20,tomato,loam
0.0,23.6,55.4,2855,4,150,2,2,61.2,1.7,8,61,4,1,90,38,melon,loam
0.0,33.3,53.8,294,4,60,2,3,64.4,0.1,10,288,3,1,90,27,potato,clay
